"pattern_id","region_id","longitude","latitude"
"1","1","113.102034","28.258225"
"1","2","99.951808","27.856299"
"1","3","103.957706","30.990463"
"2","4","112.466989","39.989064"
"2","5","116.816009","43.709844"
"2","6","117.235901","42.420856"
"2","7","103.116533","37.639612"
"3","8","106.631187","29.718143"
"3","9","115.646636","24.963371"
"3","10","118.974505","33.009313"
"3","11","111.435092","27.685923"
"3","12","113.602859","34.757519"
"4","13","121.157249","27.836154"
"4","14","120.12183","30.113087"
"4","15","98.66716","27.74265"
"4","16","100.258309","26.816738"
"4","2","99.700836","27.829743"
"4","17","99.293241","27.17809"
"4","18","99.905559","26.537033"
"4","2","102.710002","25.045806"
"4","19","91.773134","29.237137"
"4","20","87.12612","28.658743"
"4","21","93.232528","30.640815"
"4","22","96.600246","31.211601"
"4","23","79.802706","31.479217"
"4","24","100.332743","32.268129"
"4","25","98.824182","31.209913"
"4","26","103.590387","31.476822"
"4","27","102.961798","33.575892"
"4","28","102.544405","32.790891"
"4","29","121.184602","31.359864"
"4","30","97.008785","32.993107"
"4","31","101.466689","35.035313"
"4","32","99.022984","37.300851"
"4","33","100.253211","38.177112"
"4","34","100.238888","34.477433"
"4","35","114.371172","28.52077"
"4","36","117.861798","29.248086"
"4","37","114.289228","26.748081"
"4","38","116.346995","26.314775"
"4","39","117.060264","27.706102"
"4","40","116.69718","39.531383"
"4","6","117.235901","42.420856"
"4","41","109.055719","19.298045"
"4","42","109.838389","19.033369"
"4","43","109.70259","18.63913"
"4","44","109.451474","19.224871"
"4","45","105.697472","28.590337"
"4","46","108.839557","27.69965"
"4","47","107.88645","25.410654"
"4","48","108.07754","26.378443"
"4","49","104.545231","26.753712"
"4","50","110.166717","20.327369"
"4","51","99.615581","38.836899"
"4","52","102.638011","37.928264"
"4","53","103.507109","34.589588"
"4","54","102.072698","33.997712"
"4","55","103.22187","34.055939"
"4","56","117.534103","25.004425"
"4","57","118.089425","24.479833"
"4","58","117.17574","26.900259"
"4","59","119.514987","27.454479"
"4","60","118.03531","27.756648"
"4","61","118.932592","25.866695"
"4","62","115.934366","31.72717"
"4","63","118.199179","29.789095"
"4","64","118.415356","29.861308"
"4","65","117.486306","30.210313"
"4","66","116.359921","30.849442"
"5","1","118.415495","29.137337"
"5","67","121.429477","29.287939"
"5","68","119.680353","30.638675"
"5","69","98.485333","25.033111"
"5","70","106.783088","30.390435"
"5","71","108.768432","36.822194"
"5","72","108.175933","36.927216"
"5","73","110.112629","32.809026"
"5","4","112.466989","39.989064"
"5","74","117.945085","35.710032"
"5","75","106.63834","35.849565"
"5","76","111.240171","39.864362"
"5","77","114.546702","29.026022"
"5","78","115.36319","26.337937"
"5","79","110.856623","26.433418"
"5","80","109.802587","27.865548"
"5","81","109.696311","26.575052"
"5","82","111.32638","30.770006"
"5","83","111.261309","31.87831"
"5","84","126.100213","47.595851"
"5","85","114.879239","31.643918"
"5","86","111.874393","34.747129"
"5","87","111.47353","33.307294"
"5","88","112.45404","34.619682"
"5","89","112.601919","35.067243"
"5","45","105.697472","28.590337"
"5","90","114.236875","22.556499"
"5","91","106.036687","35.202385"
"5","92","107.36785","35.332666"
"5","93","104.610668","35.580629"
"5","94","117.314891","24.363437"
"5","95","118.190467","26.170171"
"5","96","116.654365","26.261754"
"5","97","118.241094","25.491494"
"5","60","118.03531","27.756648"
"5","98","117.334106","27.540988"
"5","99","116.357581","25.833531"
"5","99","116.357581","25.833531"
"5","100","116.420099","25.049518"
"5","101","119.545351","25.480044"
"5","102","119.295144","26.100779"
"5","103","115.974848","40.456951"
"5","104","116.843177","40.376834"
"6","105","109.5703","37.088043"
"6","106","109.8789","31.07478"
"6","107","107.09914","29.157879"
"6","108","106.644254","29.50109"
"6","109","108.39336","31.160416"
"6","110","106.541584","29.563524"
"6","111","109.004059","31.82599"
"6","112","106.395593","29.80519"
"6","113","122.790887","30.727864"
"6","114","122.323297","29.970571"
"6","115","119.717643","27.556578"
"6","116","121.087822","27.459028"
"6","117","121.1909","28.3268"
"6","117","120.986297","28.112519"
"6","1","118.415756","29.136729"
"6","118","121.883808","29.474231"
"6","118","120.100647","30.060501"
"6","118","121.869339","29.476826"
"6","118","121.869251","29.476826"
"6","119","119.275865","28.592388"
"6","120","119.067324","27.617533"
"6","120","119.062572","27.619213"
"6","121","120.449937","29.054491"
"6","122","120.76425","30.742"
"6","123","119.909494","31.00348"
"6","124","110.676756","25.599703"
"6","68","119.67525","30.619375"
"6","125","119.040779","30.132082"
"6","125","118.906888","30.10805"
"6","125","118.906888","30.10805"
"6","125","119.724457","30.234375"
"6","126","119.056151","29.583634"
"6","127","103.706323","27.320035"
"6","128","104.478628","27.849604"
"6","129","102.935343","26.8969"
"6","130","102.060698","23.551994"
"6","130","102.060698","23.551994"
"6","131","101.553169","21.431016"
"6","131","101.383009","21.709682"
"6","132","101.058774","22.504018"
"6","133","104.233237","23.38683"
"6","133","104.233237","23.38683"
"6","134","104.051867","24.275063"
"6","135","104.505043","23.113468"
"6","135","104.394524","23.013108"
"6","136","103.666663","25.030051"
"6","137","103.297155","26.417116"
"6","138","100.448684","22.613961"
"6","139","100.833877","24.446731"
"6","15","98.853097","25.852547"
"6","140","98.957225","23.741937"
"6","141","99.641493","24.108872"
"6","142","100.679734","26.458576"
"6","143","103.303811","25.650751"
"6","144","102.664426","25.038039"
"6","145","103.187825","26.082997"
"6","146","103.675458","22.986733"
"6","147","102.392655","22.993654"
"6","148","103.229441","22.768733"
"6","149","99.32468","25.874495"
"6","150","100.252795","25.600189"
"6","151","100.267608","25.606548"
"7","289","111.552902","37.877463"
"6","152","101.642369","24.688814"
"6","69","98.204955","25.386949"
"6","69","98.490276","25.020283"
"6","153","102.710002","25.045806"
"6","154","81.52745","43.977119"
"6","155","80.878845","44.056329"
"6","156","82.231219","43.48313"
"6","157","90.21333","42.868744"
"6","158","89.27516","42.660061"
"6","159","75.229889","37.772094"
"6","160","83.683556","44.978748"
"6","161","85.728328","46.793235"
"6","162","87.627704","43.793026"
"6","163","76.773163","39.2242"
"6","164","77.499632","38.311253"
"6","165","77.648006","38.902232"
"6","166","80.188986","37.073667"
"6","167","87.627704","43.793026"
"6","168","94.697074","43.254978"
"6","169","89.593967","44.022066"
"6","170","91.332725","44.567251"
"6","171","89.180437","44.000497"
"6","172","87.857601","44.4611"
"6","173","81.024828","44.968857"
"6","174","82.890709","44.599202"
"6","174","82.894195","44.600408"
"6","175","86.261613","41.343871"
"6","175","86.261321","41.343933"
"6","176","90.857674","40.465961"
"6","176","88.167226","39.022626"
"6","177","85.529702","38.145486"
"6","178","86.384065","42.323625"
"6","178","86.384065","42.323625"
"6","179","86.725152","41.837244"
"6","179","86.631998","41.980152"
"6","180","90.377678","45.632061"
"6","180","90.377678","45.632061"
"6","181","86.32073","48.046734"
"6","182","89.743862","47.224065"
"6","183","87.471292","47.118219"
"6","184","86.875043","47.701892"
"6","185","88.141253","47.844924"
"6","184","86.875043","47.701892"
"6","186","80.243273","41.27299"
"6","187","82.781819","41.221667"
"6","188","82.962016","41.717906"
"6","184","88.792759","47.940275"
"6","189","91.117212","29.646922"
"6","190","88.907094","27.484806"
"6","191","91.117212","29.646922"
"6","192","87.236772","31.784701"
"6","193","109.262919","35.579421"
"6","194","97.466919","28.66128"
"6","193","93.880602","29.988139"
"6","195","90.614311","29.313704"
"6","196","91.102036","29.664791"
"6","196","91.129041","29.649073"
"6","197","98.593493","29.679957"
"6","22","96.600246","31.211601"
"6","21","93.232347","30.641543"
"6","198","81.528625","30.654585"
"6","199","117.422235","40.039744"
"6","199","117.422235","40.039744"
"6","200","117.964407","39.219045"
"6","200","117.69641","39.017809"
"6","200","117.200983","39.084158"
"6","201","104.975193","29.181779"
"6","202","104.91912","28.577081"
"6","203","104.346138","28.82867"
"6","204","102.358364","29.230963"
"6","205","102.629845","29.439852"
"6","206","105.210931","30.636966"
"6","207","101.718637","26.582347"
"6","208","104.957245","29.750992"
"6","209","106.565524","31.077057"
"6","210","106.376586","31.431319"
"6","211","105.938405","31.155848"
"6","212","106.210379","30.960665"
"6","213","106.083101","31.544399"
"6","214","105.324838","31.23604"
"6","215","105.093722","31.095826"
"6","216","104.158005","32.908066"
"6","216","104.555481","32.409684"
"6","217","104.567543","31.534319"
"6","218","105.444777","28.155631"
"6","219","105.396013","29.116381"
"6","220","103.256501","28.675288"
"6","221","103.474889","28.770961"
"6","222","103.085953","29.019461"
"6","223","105.368846","32.254599"
"6","224","105.851913","32.422012"
"6","225","105.563784","31.627072"
"6","226","106.06319","31.81211"
"6","226","105.953043","31.734118"
"6","227","106.295945","30.349493"
"6","228","106.783995","30.605937"
"6","229","106.997799","30.093302"
"6","230","106.641628","30.473943"
"6","231","100.390597","29.689998"
"6","232","112.938814","28.228209"
"6","231","100.269145","29.994228"
"6","233","101.718005","29.561356"
"6","234","99.043137","32.402973"
"6","235","101.17984","30.941391"
"6","25","98.824025","31.209669"
"6","236","99.110555","30.00533"
"6","237","107.761489","31.53144"
"6","238","108.304642","31.843756"
"6","238","108.180214","32.059338"
"6","238","108.363365","31.820408"
"6","3","103.862043","31.302049"
"6","239","103.711195","31.260734"
"6","240","107.24501","31.897554"
"6","240","107.251393","31.849139"
"6","241","107.112622","31.560907"
"6","242","106.804136","32.665477"
"6","242","106.828697","32.346589"
"6","243","106.676222","31.761602"
"6","244","102.901969","31.11045"
"6","26","103.143421","31.140298"
"6","245","103.849968","32.674385"
"6","27","102.961798","33.575892"
"6","246","100.978526","32.26579"
"6","247","104.246713","33.247483"
"6","247","104.2426","33.252008"
"6","28","102.544395","32.790841"
"6","248","104.468163","31.617192"
"6","249","121.76758","31.22159"
"6","250","121.951444","31.517046"
"6","250","121.427471","31.624148"
"6","251","109.898941","39.091339"
"6","252","107.63191","37.59106"
"6","253","109.70831","35.41253"
"6","254","109.262919","35.579421"
"6","255","108.216901","34.157733"
"6","255","108.266067","34.135045"
"6","255","108.266067","34.135045"
"6","255","107.748524","33.799515"
"6","255","108.222219","34.163592"
"6","256","109.166211","34.027878"
"6","257","108.944598","34.318148"
"6","258","108.490414","34.106043"
"6","259","110.347271","35.097121"
"6","260","110.442847","35.476788"
"6","261","109.941784","34.797073"
"6","261","109.941658","34.797184"
"6","262","108.973854","33.872368"
"6","263","110.418268","33.552338"
"6","264","110.636515","33.484516"
"6","265","107.537186","33.593243"
"6","265","107.54765","33.588097"
"6","266","108.042473","33.192139"
"6","266","108.009074","33.066359"
"6","266","107.52858","32.69753"
"6","267","105.583672","32.829971"
"6","267","106.257636","32.830032"
"6","268","106.183874","33.34051"
"6","269","106.929174","33.609555"
"6","269","107.190097","33.666822"
"6","269","106.920781","33.617637"
"6","270","107.986675","33.514449"
"6","270","107.032776","33.297751"
"6","271","107.312947","33.195205"
"6","272","107.319825","34.057469"
"6","272","107.519996","33.809435"
"6","273","107.818882","34.238614"
"6","273","107.774833","34.282654"
"6","273","107.788513","33.998766"
"6","274","106.864397","34.89305"
"6","275","107.553871","34.453671"
"6","274","106.603848","33.943649"
"6","276","106.42825","34.527076"
"6","276","107.309092","34.388965"
"6","277","108.211639","32.291274"
"6","278","109.362942","32.022207"
"6","279","108.547644","33.547292"
"6","280","112.088409","36.592979"
"6","281","111.885338","35.266056"
"6","282","110.904493","34.717795"
"6","283","111.212395","34.898533"
"6","284","112.02074","38.662214"
"6","285","112.489606","37.780262"
"6","4","112.466989","39.989064"
"6","286","112.426622","39.209961"
"6","287","113.149659","39.822492"
"6","288","111.281174","38.234535"
"6","289","111.511887","37.78989"
"6","290","111.19171","36.572209"
"6","291","112.267378","36.193315"
"6","292","112.423","35.48275"
"6","293","112.205823","35.875875"
"6","294","112.890879","40.178229"
"6","295","114.080629","40.423478"
"6","296","113.598531","40.04076"
"6","297","118.164131","36.563743"
"6","298","117.644662","34.565848"
"6","299","121.371714","37.610104"
"6","299","121.400303","37.541312"
"6","300","120.729472","37.943176"
"6","300","120.729472","37.943176"
"6","300","120.757579","37.793492"
"6","300","120.757579","37.793492"
"6","301","120.744923","37.914637"
"6","302","121.772591","37.249725"
"6","302","121.447935","37.463822"
"6","303","120.545751","37.713332"
"6","304","119.940154","37.180703"
"6","304","119.942057","37.178187"
"6","305","120.727735","36.848333"
"6","305","120.806446","36.966493"
"6","306","121.230458","36.694858"
"6","307","118.537335","36.510831"
"6","308","119.398525","36.85882"
"6","309","122.122944","37.203333"
